instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,hour_sin,hour_cos,month_sin,month_cos
4214,2011-06-29,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170,2011-06-29 11:00:00,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0
4215,2011-06-29,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243,2011-06-29 12:00:00,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
4216,2011-06-29,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231,2011-06-29 13:00:00,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0
4217,2011-06-29,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188,2011-06-29 14:00:00,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
4218,2011-06-29,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,146,189,2011-06-29 15:00:00,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0
4219,2011-06-29,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328,2011-06-29 16:00:00,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0
4220,2011-06-29,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570,2011-06-29 17:00:00,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0
4221,2011-06-29,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,510,588,2011-06-29 18:00:00,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0
4222,2011-06-29,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401,2011-06-29 19:00:00,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0
4223,2011-06-29,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69,264,333,2011-06-29 20:00:00,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
4224,2011-06-29,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,195,221,2011-06-29 21:00:00,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0
4225,2011-06-29,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32,151,183,2011-06-29 22:00:00,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0
4226,2011-06-29,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32,97,129,2011-06-29 23:00:00,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0
4227,2011-06-30,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54,2011-06-30 00:00:00,0.0,1.0,1.2246467991473532e-16,-1.0
4228,2011-06-30,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32,2011-06-30 01:00:00,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0
4229,2011-06-30,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,6,8,2011-06-30 02:00:00,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0
4230,2011-06-30,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9,2011-06-30 03:00:00,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0
4231,2011-06-30,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6,2011-06-30 04:00:00,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
4232,2011-06-30,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25,2011-06-30 05:00:00,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0
4233,2011-06-30,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123,2011-06-30 06:00:00,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
4234,2011-06-30,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,291,320,2011-06-30 07:00:00,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0
4235,2011-06-30,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,511,555,2011-06-30 08:00:00,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0
4236,2011-06-30,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260,2011-06-30 09:00:00,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0
4237,2011-06-30,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,97,132,2011-06-30 10:00:00,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
4238,2011-06-30,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,122,169,2011-06-30 11:00:00,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0
4239,2011-06-30,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,183,233,2011-06-30 12:00:00,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
4240,2011-06-30,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,162,232,2011-06-30 13:00:00,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0
4241,2011-06-30,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,117,163,2011-06-30 14:00:00,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
4242,2011-06-30,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,176,240,2011-06-30 15:00:00,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0
4243,2011-06-30,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,260,323,2011-06-30 16:00:00,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0
4244,2011-06-30,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,496,594,2011-06-30 17:00:00,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0
4245,2011-06-30,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586,2011-06-30 18:00:00,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0
4246,2011-06-30,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,366,455,2011-06-30 19:00:00,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0
4247,2011-06-30,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,285,340,2011-06-30 20:00:00,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
4248,2011-06-30,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242,323,2011-06-30 21:00:00,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0
4249,2011-06-30,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207,2011-06-30 22:00:00,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0
4250,2011-06-30,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126,2011-06-30 23:00:00,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0
4251,2011-07-01,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0,20,48,68,2011-07-01 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
4252,2011-07-01,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0,15,16,31,2011-07-01 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6,7,13,2011-07-01 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4254,2011-07-01,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0,5,6,11,2011-07-01 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
4255,2011-07-01,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,1,5,6,2011-07-01 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4256,2011-07-01,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30,2011-07-01 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
4257,2011-07-01,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108,2011-07-01 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
4258,2011-07-01,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243,2011-07-01 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4259,2011-07-01,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492,2011-07-01 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
4260,2011-07-01,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260,2011-07-01 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
4261,2011-07-01,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170,2011-07-01 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4262,2011-07-01,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,68,146,214,2011-07-01 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
4263,2011-07-01,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0.0,83,180,263,2011-07-01 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
4264,2011-07-01,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0,83,209,292,2011-07-01 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4265,2011-07-01,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303,2011-07-01 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
4266,2011-07-01,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381,2011-07-01 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
4267,2011-07-01,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0.0,85,342,427,2011-07-01 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
4268,2011-07-01,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,362,461,2011-07-01 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4269,2011-07-01,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422,2011-07-01 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
4270,2011-07-01,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318,2011-07-01 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
4271,2011-07-01,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269,2011-07-01 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4272,2011-07-01,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218,2011-07-01 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
4273,2011-07-01,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0.0,49,173,222,2011-07-01 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
4274,2011-07-01,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140,2011-07-01 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
4275,2011-07-02,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115,2011-07-02 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
4276,2011-07-02,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0.0,20,58,78,2011-07-02 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4277,2011-07-02,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0.0,9,43,52,2011-07-02 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4278,2011-07-02,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0.0,5,21,26,2011-07-02 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
4279,2011-07-02,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0.0,3,8,11,2011-07-02 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4280,2011-07-02,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14,2011-07-02 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
4281,2011-07-02,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,21,32,2011-07-02 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
4282,2011-07-02,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0.0,10,35,45,2011-07-02 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4283,2011-07-02,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0.0,38,94,132,2011-07-02 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
4284,2011-07-02,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179,2011-07-02 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
4285,2011-07-02,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0.0,103,168,271,2011-07-02 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4286,2011-07-02,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357,2011-07-02 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
4287,2011-07-02,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374,2011-07-02 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
4288,2011-07-02,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404,2011-07-02 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4289,2011-07-02,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0.0,177,215,392,2011-07-02 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
4290,2011-07-02,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331,2011-07-02 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
4291,2011-07-02,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398,2011-07-02 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
4292,2011-07-02,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349,2011-07-02 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4293,2011-07-02,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383,2011-07-02 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
4294,2011-07-02,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305,2011-07-02 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
4295,2011-07-02,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284,2011-07-02 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4296,2011-07-02,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232,2011-07-02 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
4297,2011-07-02,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201,2011-07-02 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
4298,2011-07-02,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154,2011-07-02 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
4299,2011-07-03,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144,2011-07-03 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
4300,2011-07-03,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78,2011-07-03 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4301,2011-07-03,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69,2011-07-03 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4302,2011-07-03,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33,2011-07-03 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
4303,2011-07-03,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5,2011-07-03 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4304,2011-07-03,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1,2011-07-03 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
4305,2011-07-03,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3,2011-07-03 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
4306,2011-07-03,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,22,25,2011-07-03 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4307,2011-07-03,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,39,53,92,2011-07-03 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
4308,2011-07-03,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,82,99,181,2011-07-03 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
4309,2011-07-03,3,0,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,131,133,264,2011-07-03 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4310,2011-07-03,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390,2011-07-03 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
4311,2011-07-03,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,198,206,404,2011-07-03 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
4312,2011-07-03,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421,2011-07-03 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4313,2011-07-03,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375,2011-07-03 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
4314,2011-07-03,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,194,182,376,2011-07-03 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
4315,2011-07-03,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,195,219,414,2011-07-03 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
4316,2011-07-03,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358,2011-07-03 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4317,2011-07-03,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,74,107,181,2011-07-03 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
4318,2011-07-03,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183,2011-07-03 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
4319,2011-07-03,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0.0,83,93,176,2011-07-03 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4320,2011-07-03,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,75,92,167,2011-07-03 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
4321,2011-07-03,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162,2011-07-03 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
4322,2011-07-03,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,70,77,147,2011-07-03 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
4323,2011-07-04,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140,2011-07-04 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
4324,2011-07-04,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119,2011-07-04 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4325,2011-07-04,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0.0,33,30,63,2011-07-04 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4326,2011-07-04,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0.0,13,13,26,2011-07-04 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
4327,2011-07-04,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,8,4,12,2011-07-04 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4328,2011-07-04,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,1,3,4,2011-07-04 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
4329,2011-07-04,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16,2011-07-04 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
4330,2011-07-04,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36,2011-07-04 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4331,2011-07-04,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86,2011-07-04 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
4332,2011-07-04,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238,2011-07-04 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
4333,2011-07-04,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280,2011-07-04 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4334,2011-07-04,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,177,172,349,2011-07-04 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
4335,2011-07-04,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0.0,237,210,447,2011-07-04 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
4336,2011-07-04,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0.0,242,181,423,2011-07-04 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4337,2011-07-04,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0.0,235,173,408,2011-07-04 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
4338,2011-07-04,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,224,184,408,2011-07-04 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
4339,2011-07-04,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0.0,236,216,452,2011-07-04 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
4340,2011-07-04,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0.0,240,196,436,2011-07-04 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
4341,2011-07-04,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418,2011-07-04 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
4342,2011-07-04,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,170,205,375,2011-07-04 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
4343,2011-07-04,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386,2011-07-04 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4344,2011-07-04,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,195,262,457,2011-07-04 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
4345,2011-07-04,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,115,211,326,2011-07-04 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
4346,2011-07-04,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138,2011-07-04 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
4347,2011-07-05,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,19,36,55,2011-07-05 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
4348,2011-07-05,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39,2011-07-05 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
4349,2011-07-05,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5,13,2011-07-05 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
4350,2011-07-05,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8,2011-07-05 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
4351,2011-07-05,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5,2011-07-05 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
4352,2011-07-05,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0.0,1,19,20,2011-07-05 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
